4	Vijeo-Designer Language Export
ID	Francais	Русский	Location
2046	Toff_Ev5_Temperature_1	Toff_Ev5_Температура_1	\Recipes\Temperature_Group\Ingredient\131
2047	Toff_Ev5_Temperature_2	Toff_Ev5_Температура_2	\Recipes\Temperature_Group\Ingredient\132
2048	Toff_Ev5_Temperature_3	Toff_Ev5_Температура_3	\Recipes\Temperature_Group\Ingredient\133
2049	Toff_Ev5_Temperature_4	Toff_Ev5_Температура_4	\Recipes\Temperature_Group\Ingredient\134
2050	Toff_Ev5_Temperature_5	Toff_Ev5_Температура_5	\Recipes\Temperature_Group\Ingredient\135
2051	Toff_Ev5_Temperature_6	Toff_Ev5_Температура_6	\Recipes\Temperature_Group\Ingredient\136
2052	Toff_Ev5_Temperature_7	Toff_Ev5_Температура_7	\Recipes\Temperature_Group\Ingredient\137
2053	Toff_Ev5_Temperature_8	Toff_Ev5_Температура_8	\Recipes\Temperature_Group\Ingredient\138
2054	Toff_Ev5_Temperature_9	Toff_Ev5_Температура_9	\Recipes\Temperature_Group\Ingredient\139
2055	Toff_Ev5_Temperature_10	Toff_Ev5_Температура_10	\Recipes\Temperature_Group\Ingredient\140
2056	Ton_Ev6_Temperature_1	Ton_Ev6_Температура_1	\Recipes\Temperature_Group\Ingredient\141
2057	Ton_Ev6_Temperature_2	Ton_Ev6_Температура_2	\Recipes\Temperature_Group\Ingredient\142
2058	Ton_Ev6_Temperature_3	Ton_Ev6_Температура_3	\Recipes\Temperature_Group\Ingredient\143
2059	Ton_Ev6_Temperature_4	Ton_Ev6_Температура_4	\Recipes\Temperature_Group\Ingredient\144
2060	Ton_Ev6_Temperature_5	Ton_Ev6_Температура_5	\Recipes\Temperature_Group\Ingredient\145
2061	Ton_Ev6_Temperature_6	Ton_Ev6_Температура_6	\Recipes\Temperature_Group\Ingredient\146
2062	Ton_Ev6_Temperature_7	Ton_Ev6_Температура_7	\Recipes\Temperature_Group\Ingredient\147
2063	Ton_Ev6_Temperature_8	Ton_Ev6_Температура_8	\Recipes\Temperature_Group\Ingredient\148
2064	Ton_Ev6_Temperature_9	Ton_Ev6_Температура_9	\Recipes\Temperature_Group\Ingredient\149
2065	Ton_Ev6_Temperature_10	Ton_Ev6_Температура_10	\Recipes\Temperature_Group\Ingredient\150
2066	Toff_Ev6_Temperature_1	Toff_Ev6_Температура_1	\Recipes\Temperature_Group\Ingredient\151
2067	Toff_Ev6_Temperature_2	Toff_Ev6_Температура_2	\Recipes\Temperature_Group\Ingredient\152
2068	Toff_Ev6_Temperature_3	Toff_Ev6_Температура_3	\Recipes\Temperature_Group\Ingredient\153
2069	Toff_Ev6_Temperature_4	Toff_Ev6_Температура_4	\Recipes\Temperature_Group\Ingredient\154
2070	Toff_Ev6_Temperature_5	Toff_Ev6_Температура_5	\Recipes\Temperature_Group\Ingredient\155
2071	Toff_Ev6_Temperature_6	Toff_Ev6_Температура_6	\Recipes\Temperature_Group\Ingredient\156
2072	Toff_Ev6_Temperature_7	Toff_Ev6_Температура_7	\Recipes\Temperature_Group\Ingredient\157
2073	Toff_Ev6_Temperature_8	Toff_Ev6_Температура_8	\Recipes\Temperature_Group\Ingredient\158
2074	Toff_Ev6_Temperature_9	Toff_Ev6_Температура_9	\Recipes\Temperature_Group\Ingredient\159
2075	Toff_Ev6_Temperature_10	Toff_Ev6_Температура_10	\Recipes\Temperature_Group\Ingredient\160
2076	EPPV_Temperature_1	EPPV_Температура_1	\Recipes\Temperature_Group\Ingredient\161
2077	EPPV_Temperature_2	EPPV_Температура_2	\Recipes\Temperature_Group\Ingredient\162
2078	EPPV_Temperature_3	EPPV_Температура_3	\Recipes\Temperature_Group\Ingredient\163
2079	EPPV_Temperature_4	EPPV_Температура_4	\Recipes\Temperature_Group\Ingredient\164
2080	EPPV_Temperature_5	EPPV_Температура_5	\Recipes\Temperature_Group\Ingredient\165
2081	EPPV_Temperature_6	EPPV_Температура_6	\Recipes\Temperature_Group\Ingredient\166
2082	EPPV_Temperature_7	EPPV_Температура_7	\Recipes\Temperature_Group\Ingredient\167
2083	EPPV_Temperature_8	EPPV_Температура_8	\Recipes\Temperature_Group\Ingredient\168
2084	EPPV_Temperature_9	EPPV_Температура_9	\Recipes\Temperature_Group\Ingredient\169
2085	EPPV_Temperature_10	EPPV_Температура_10	\Recipes\Temperature_Group\Ingredient\170
2086	EPDV_Min_Temperature_1	EPDV_Min_Температура_1	\Recipes\Temperature_Group\Ingredient\171
2087	EPDV_Min_Temperature_2	EPDV_Min_Температура_2	\Recipes\Temperature_Group\Ingredient\172
2088	EPDV_Min_Temperature_3	EPDV_Min_Температура_3	\Recipes\Temperature_Group\Ingredient\173
2089	EPDV_Min_Temperature_4	EPDV_Min_Температура_4	\Recipes\Temperature_Group\Ingredient\174
2090	EPDV_Min_Temperature_5	EPDV_Min_Температура_5	\Recipes\Temperature_Group\Ingredient\175
2091	EPDV_Min_Temperature_6	EPDV_Min_Температура_6	\Recipes\Temperature_Group\Ingredient\176
2092	EPDV_Min_Temperature_7	EPDV_Min_Температура_7	\Recipes\Temperature_Group\Ingredient\177
2093	EPDV_Min_Temperature_8	EPDV_Min_Температура_8	\Recipes\Temperature_Group\Ingredient\178
2094	EPDV_Min_Temperature_9	EPDV_Min_Температура_9	\Recipes\Temperature_Group\Ingredient\179
2095	EPDV_Min_Temperature_10	EPDV_Min_Температура_10	\Recipes\Temperature_Group\Ingredient\180
2096	EPDV_Max_Temperature_1	EPDV_Max_Температура_1	\Recipes\Temperature_Group\Ingredient\181
2097	EPDV_Max_Temperature_2	EPDV_Max_Температура_2	\Recipes\Temperature_Group\Ingredient\182
2098	EPDV_Max_Temperature_3	EPDV_Max_Температура_3	\Recipes\Temperature_Group\Ingredient\183
2099	EPDV_Max_Temperature_4	EPDV_Max_Температура_4	\Recipes\Temperature_Group\Ingredient\184
2100	EPDV_Max_Temperature_5	EPDV_Max_Температура_5	\Recipes\Temperature_Group\Ingredient\185
2101	EPDV_Max_Temperature_6	EPDV_Max_Температура_6	\Recipes\Temperature_Group\Ingredient\186
2102	EPDV_Max_Temperature_7	EPDV_Max_Температура_7	\Recipes\Temperature_Group\Ingredient\187
2103	EPDV_Max_Temperature_8	EPDV_Max_Температура_8	\Recipes\Temperature_Group\Ingredient\188
2104	EPDV_Max_Temperature_9	EPDV_Max_Температура_9	\Recipes\Temperature_Group\Ingredient\189
2105	EPDV_Max_Temperature_10	EPDV_Max_Температура_10	\Recipes\Temperature_Group\Ingredient\190
2106	Program T3	Программа T3	\Recipes\Temperature_Group\Recipe\3
2107	Program T4	Программа T4	\Recipes\Temperature_Group\Recipe\4
2108	Program T5	Программа T5	\Recipes\Temperature_Group\Recipe\5
2109	Program T6	Программа T6	\Recipes\Temperature_Group\Recipe\6
2110	Program T7	Программа T7	\Recipes\Temperature_Group\Recipe\7
2111	Program T8	Программа T8	\Recipes\Temperature_Group\Recipe\8
2127	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur13\Label\On
2126	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur13\Label\Off
2125	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur08\Label\On
2124	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur08\Label\Off
2123	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur07\Label\On
2122	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur07\Label\Off
2121	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur06\Label\On
2120	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur06\Label\Off
2119	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur05\Label\On
2118	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur05\Label\Off
2112	Program T9	Программа T9	\Recipes\Temperature_Group\Recipe\9
2113	Program T10	Программа T10	\Recipes\Temperature_Group\Recipe\10
2114	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur03\Label\Off
2115	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur03\Label\On
2116	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur04\Label\Off
2117	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur04\Label\On
2131	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur15\Label\On
2130	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur15\Label\Off
2129	PID 2	PID 2	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur14\Label\On
2128	PID 1	PID 1	\Graphical Panels\Popup Windows\Program_Temperature\Commutateur14\Label\Off
2133	Programme de Pression:                   \n                                        \nPV    : Consigne pression (bar)\n\nTM    : Temps du segment (min)\n\nEP1   : Start pressage\nEP2   : Récupération cycle si erreur \nEP3   : Marche en phase 2 (basse pression)\nEP4   : Réserve\nEP5   : Réserve\nEP6   : Réserve\n\nEPPV1 : Erreur pression (<150 bar)\n\nEPDV1 : Erreur déviation pression (val min et max)\n                              	Programme de Pression:                   \n                                        \nPV    : Consigne pression (bar)\n\nTM    : Temps du segment (min)\n\nEP1   : Start pressage\nEP2   : Récupération cycle si erreur \nEP3   : Marche en phase 2 (basse pression)\nEP4   : Réserve\nEP5   : Réserve\nEP6   : Réserve\n\nEPPV1 : Erreur pression (<150 bar)\n\nEPDV1 : Erreur déviation pression (val min et max)\n                              	\Graphical Panels\Popup Windows\HelpPrgPression\Texte01
2134	Programme de Température:                   \n                                       \nPV    : Consigne température (°c)\n\nTM    : Temps du segment (min)\n\nSP-TM : Rampe de montée en température (°c/min)\n\nET1   : Start chauffage\nET2   : Fin montée en température aspiration\nET3   : Start refroidissement\nET4   : Arrêt chauffage/refroidissement\nET5   : Fin préchauffage\nET6   : Ouverture presse\n\nETPV1 : Défaut température (<290°c)\n\nETDV1 : Injection eau de refroidissement      (val min et max)\n\nPID1  : Chauffage\nPID2  : Refroidissement                                                                      \n                              	Programme de Température:                   \n                                       \nPV    : Consigne température (°c)\n\nTM    : Temps du segment (min)\n\nSP-TM : Rampe de montée en température (°c/min)\n\nET1   : Start chauffage\nET2   : Fin montée en température aspiration\nET3   : Start refroidissement\nET4   : Arrêt chauffage/refroidissement\nET5   : Fin préchauffage\nET6   : Ouverture presse\n\nETPV1 : Défaut température (<290°c)\n\nETDV1 : Injection eau de refroidissement      (val min et max)\n\nPID1  : Chauffage\nPID2  : Refroidissement                                                                      \n                              	\Graphical Panels\Popup Windows\HelpPrgTemperature\Texte01
2136	Program P1	Программа P1	\Recipes\Pressure_Group\Recipe\1
2137	Program P2	Программа P2	\Recipes\Pressure_Group\Recipe\2
2138	Program P3	Программа P3	\Recipes\Pressure_Group\Recipe\3
2139	Program P4	Программа P4	\Recipes\Pressure_Group\Recipe\4
2140	Program P5	Программа P5	\Recipes\Pressure_Group\Recipe\5
2141	Program P6	Программа P6	\Recipes\Pressure_Group\Recipe\6
2142	Program P7	Программа P7	\Recipes\Pressure_Group\Recipe\7
2143	Program P8	Программа P8	\Recipes\Pressure_Group\Recipe\8
2149	> OFF	> Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte25
2148	< OFF	< Выкл	\Graphical Panels\Popup Windows\Program_Temperature\Texte24
2147	Max.	Max.	\Graphical Panels\Popup Windows\Program_Pression\Texte03
2146	Min.	Min.	\Graphical Panels\Popup Windows\Program_Pression\Texte02
2144	Program P9	Program P9	\Recipes\Pressure_Group\Recipe\9
2145	Program P10	Program P10	\Recipes\Pressure_Group\Recipe\10
2151	mm/dd/yyyy	мм/дд/гггг	\Graphical Panels\Base Panels\Ecran50\Text13
2153	24:00:00	24:00:00	\Graphical Panels\Base Panels\Ecran50\Text13
2155	<< RU	<< RU	\Graphical Panels\Base Panels\Ecran50\Text05
2156	FR >>	FR >>	\Graphical Panels\Base Panels\Ecran50\Text05
2157	Alarm Banner	Баннер сообщений	\Graphical Panels\Base Panels\Ecran50\Text01
2159	Alarmes	Сообщения	\Graphical Panels\Base Panels\Ecran50\Commutateur01
2160	Trend	Тренд	\Graphical Panels\Base Panels\Ecran50\Commutateur06
2161	E-Stops	Аварийные остановки	\Graphical Panels\Base Panels\Ecran50\Commutateur07
2162	Configuration	Конфигурация	\Graphical Panels\Base Panels\Ecran50\Commutateur04
2163	Presse	Пресс	\Graphical Panels\Base Panels\Ecran50\Commutateur07
2164	Temperatur	Температура	\Graphical Panels\Base Panels\Ecran50\Commutateur07
2165	Pressure	Давление	\Graphical Panels\Base Panels\Ecran50\Commutateur08
2166	Maxxtec	Maxxtec	\Graphical Panels\Base Panels\Ecran50\Commutateur07
2197	Loading	Загрузка	\Graphical Panels\Base Panels\Ecran50\Commutateur08
2255	Busy	В работе	\Resource Library\Text\RessourceTexte004\State\6
2254	Busy	В работе	\Resource Library\Text\RessourceTexte004\State\5
2253	Compare Mismatch	Нет совпадения	\Resource Library\Text\RessourceTexte004\State\4
2252	Compare Match	Совпадение	\Resource Library\Text\RessourceTexte004\State\3
2251	Error	Ошибка	\Resource Library\Text\RessourceTexte004\State\2
2250	Busy	В работе	\Resource Library\Text\RessourceTexte004\State\1
2249	Segment	Segment	\Resource Library\Text\RessourceTexte004\State\0
2248	Busy	В работе	\Resource Library\Text\RessourceTexte004\State\Invalid
2247			\Resource Library\Text\RessourceTexte004\State\On
2246			\Resource Library\Text\RessourceTexte004\State\Off
2262	Comparing	Сравнение	\Resource Library\Text\RessourceTexte004\State\13
2261	Saving	Сохранение	\Resource Library\Text\RessourceTexte004\State\12
2260	Loading	Загрузка	\Resource Library\Text\RessourceTexte004\State\11
2259	Receiving	Получение	\Resource Library\Text\RessourceTexte004\State\10
2258	Sending	Отправка	\Resource Library\Text\RessourceTexte004\State\9
2257	Busy	В работе	\Resource Library\Text\RessourceTexte004\State\8
2256	Busy	В работе	\Resource Library\Text\RessourceTexte004\State\7
2277	SP-TM:	SP-TM:	\Graphical Panels\Base Panels\Ecran20\Texte09
2291	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran10\Texte17
2292	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran20\Texte17
2293	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran30\Texte17
2294	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran40\Texte17
2295	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran50\Texte17
2296	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran60\Texte17
2297	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran61\Texte17
2298	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran62\Texte17
2299	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran70\Texte17
2300	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran80\Texte17
2301	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran90\Texte17
2302	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran91\Texte17
2303	Next	След.	\Graphical Panels\Base Panels\Ecran40\Texte13
2304	mm/dd/yyyy	мм/дд/гггг	\Graphical Panels\Base Panels\Ecran41\Text13
2306	24:00:00	24:00:00	\Graphical Panels\Base Panels\Ecran41\Text13
2308	<< RU	<< RU	\Graphical Panels\Base Panels\Ecran41\Text05
2309	FR >>	FR >>	\Graphical Panels\Base Panels\Ecran41\Text05
2310	Alarm Banner	Баннер сообщений	\Graphical Panels\Base Panels\Ecran41\Text01
2312	Alarmes	Сообщения	\Graphical Panels\Base Panels\Ecran41\Commutateur01
2313	Trend	Тренд	\Graphical Panels\Base Panels\Ecran41\Commutateur06
2314	E-Stops	Аварийные остановки	\Graphical Panels\Base Panels\Ecran41\Commutateur07
2315	Configuration	Конфигурация	\Graphical Panels\Base Panels\Ecran41\Commutateur04
2316	Presse	Пресс	\Graphical Panels\Base Panels\Ecran41\Commutateur07
2317	Temperatur	Температура	\Graphical Panels\Base Panels\Ecran41\Commutateur07
2318	Pressure	Давление	\Graphical Panels\Base Panels\Ecran41\Commutateur08
2319	Maxxtec	Maxxtec	\Graphical Panels\Base Panels\Ecran41\Commutateur07
2320	Loading	Загрузка	\Graphical Panels\Base Panels\Ecran41\Commutateur08
2380	1-3	1-3	\Graphical Panels\Base Panels\Ecran41\Texte04
2379	1-4	1-4	\Graphical Panels\Base Panels\Ecran41\Texte03
2378	1-2	1-2	\Graphical Panels\Base Panels\Ecran41\Texte02
2377	1-18	1-18	\Graphical Panels\Base Panels\Ecran41\Texte01
2371	Presse en chargement:	Загрузка пресса:	\Graphical Panels\Base Panels\Ecran41\Texte13
2372	Avant	Передняя	\Graphical Panels\Base Panels\Ecran41\Commutateur03\Label\Off
2373	Arriere	Задняя	\Graphical Panels\Base Panels\Ecran41\Commutateur03\Label\On
2374	COGEBI Services bv	COGEBI Services bv	\Graphical Panels\Base Panels\Ecran41\Texte17
2376	Previous	Пред.	\Graphical Panels\Base Panels\Ecran41\Texte13
2382	1-3	1-3	\Graphical Panels\Base Panels\Ecran41\Texte12
2383	1-4	1-4	\Graphical Panels\Base Panels\Ecran41\Texte11
2384	1-2	1-2	\Graphical Panels\Base Panels\Ecran41\Texte10
2385	1-18	1-18	\Graphical Panels\Base Panels\Ecran41\Texte09
2386	Groupe 3-4:	Группа 3-4:	\Graphical Panels\Base Panels\Ecran41\Texte01
2387	Groupe 4-6-7:	Группа 4-6-7:	\Graphical Panels\Base Panels\Ecran41\Texte02
2388	Manu	Руч.	\Graphical Panels\Base Panels\Ecran41\Commutateur02\Label\Off
2389	Auto	Авто.	\Graphical Panels\Base Panels\Ecran41\Commutateur02\Label\On
2390	Manu	Руч.	\Graphical Panels\Base Panels\Ecran41\Commutateur03\Label\Off
2391	Auto	Авто.	\Graphical Panels\Base Panels\Ecran41\Commutateur03\Label\On
2392	7	7	\Graphical Panels\Base Panels\Ecran41\Texte03
2393	6	6	\Graphical Panels\Base Panels\Ecran41\Texte04
2394	5	5	\Graphical Panels\Base Panels\Ecran41\Texte05
2395	4	4	\Graphical Panels\Base Panels\Ecran41\Texte06
2396	5	5	\Graphical Panels\Base Panels\Ecran41\Texte07
2397	4	4	\Graphical Panels\Base Panels\Ecran41\Texte08
2398	3	3	\Graphical Panels\Base Panels\Ecran41\Texte13
2399	1	1	\Graphical Panels\Base Panels\Ecran41\Texte14
2400	3	3	\Graphical Panels\Base Panels\Ecran41\Texte13
2401	1	1	\Graphical Panels\Base Panels\Ecran41\Texte15
2402	9	9	\Graphical Panels\Base Panels\Ecran41\Texte16

